antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'fans', 'funny_user', 'cool', 'friend'})","frozenset({'useful_user', 'cool_user'})",0.2164783041517831,0.38307665280787023,0.21455759208291855,0.9911274615884008,2.5872823476023603,1.0,0.1316298079229294,69.53177530182545,0.7829956230052239,0.557296261369513,0.9856180861820486,0.7756089782796021
"frozenset({'fans', 'funny_user', 'useful_user', 'cool_user'})","frozenset({'cool', 'friend'})",0.3226913392282017,0.2563565028986356,0.21455759208291855,0.6649003738249918,2.5936551884072787,1.0,0.13183356884269948,2.219171371778825,0.9071842327437222,0.5886511149669046,0.5493813534560749,0.7509252200341552
"frozenset({'cool', 'funny_user', 'useful_user', 'cool_user'})","frozenset({'fans', 'friend'})",0.29715992270305086,0.263805117994964,0.21455759208291855,0.7220273519095102,2.736972494685617,1.0,0.13616528361086583,2.6484436042979986,0.9029547574837288,0.6193792683751438,0.6224197493285639,0.7676729434353322
"frozenset({'fans', 'funny_user', 'cool', 'cool_user'})","frozenset({'useful_user', 'friend'})",0.28181764947004745,0.2555483984306377,0.21455759208291855,0.7613348294061422,2.9792197254282056,1.0,0.14253954311136108,3.119230173874902,0.9250319809427479,0.664659144505315,0.6794080769109329,0.8004657648405596
"frozenset({'fans', 'funny_user', 'cool', 'useful_user'})","frozenset({'cool_user', 'friend'})",0.2809744100251801,0.25490425718803067,0.21455759208291855,0.7636196907173524,2.9957117983873713,1.0,0.14293601880660486,3.1521057954156158,0.9265171185455018,0.6677358215483308,0.6827517650408854,0.8026690229373576
"frozenset({'fans', 'cool_user', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool'})",0.24648357439831353,0.31874451015986416,0.21455759208291855,0.8704741993728025,2.7309464841801416,1.0,0.13599230589887568,5.259612266755504,0.8411582861006904,0.611849575846637,0.8098719165439794,0.7718038251420156
"frozenset({'cool', 'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user'})",0.22335304795924343,0.3359138021900802,0.21455759208291855,0.9606208379214514,2.8597242258532574,1.0,0.13953022051218575,16.863898639724315,0.8373379056211725,0.6224306051031157,0.940701730877081,0.7996744800443322
"frozenset({'fans', 'cool_user', 'cool', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.22116296773437957,0.35499209463020437,0.21455759208291855,0.9701334463037492,2.7328311277307127,1.0,0.13604648691225885,21.596328519509257,0.8141357988575411,0.5933603238866398,0.9536958331090102,0.7872672444147825
"frozenset({'fans', 'cool', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.22106927446272764,0.3540551619136851,0.21455759208291855,0.9705446069082433,2.7412242817260544,1.0,0.13628687431887665,21.9295948987721,0.8154762355766147,0.5950563549550135,0.9543995224437095,0.788272535004517
"frozenset({'fans', 'cool', 'useful_user', 'cool_user'})","frozenset({'funny_user', 'friend'})",0.29115184165837094,0.2497042806113486,0.21455759208291855,0.7369267900241351,2.951198066048064,1.0,0.14185573091294576,2.85204152660579,0.9327167668634527,0.6575499802591436,0.6493739692527906,0.7980867710263257
"frozenset({'funny_user', 'cool_user', 'friend'})","frozenset({'fans', 'cool', 'useful_user'})",0.24449259237571003,0.2943374128945365,0.21455759208291855,0.8775627514849588,2.981485577572147,1.0,0.14259427497117358,5.763463289676703,0.8796693816326092,0.6616584802080323,0.8264932125461505,0.8032569447381821
"frozenset({'funny_user', 'useful_user', 'friend'})","frozenset({'fans', 'cool', 'cool_user'})",0.24383673947414652,0.29494641916027403,0.21455759208291855,0.8799231508165226,2.9833322042752854,1.0,0.1426388189153024,5.87168622123324,0.8791809614697217,0.6617540817800898,0.8296911717823422,0.8036845741376133
"frozenset({'fans', 'funny_user', 'friend'})","frozenset({'cool', 'useful_user', 'cool_user'})",0.24286467178075774,0.3197282895122094,0.21455759208291855,0.8834450499107875,2.763111926250278,1.0,0.13690688599151274,5.8364892264730335,0.8427677239294934,0.6164821482653029,0.8286641230374898,0.7772536604865293
"frozenset({'funny_user', 'cool', 'friend'})","frozenset({'fans', 'useful_user', 'cool_user'})",0.22103413948585818,0.3405867541137202,0.21455759208291855,0.9706988820007418,2.8500781967481634,1.0,0.13927629196711083,22.504712820274456,0.833325909176976,0.6182088141999057,0.9555648628806718,0.8003317318431893
"frozenset({'funny_user', 'useful_user', 'cool_user'})","frozenset({'fans', 'cool', 'friend'})",0.34689933829126895,0.2281782514493178,0.21455759208291855,0.6185010128291695,2.710604577345308,1.0,0.1354027076426914,2.023129220537275,0.9662807743192442,0.5951336776792386,0.5057161995147132,0.7794039735397709
"frozenset({'fans', 'funny_user', 'cool_user'})","frozenset({'cool', 'useful_user', 'friend'})",0.32628681852784447,0.2245710604907185,0.21455759208291855,0.6575735821966978,2.9281314375940046,1.0,0.1412830152219779,2.264512605317462,0.9773970496973976,0.63799407974926,0.5584038712560798,0.8064921366003046
"frozenset({'funny_user', 'cool', 'cool_user'})","frozenset({'fans', 'useful_user', 'friend'})",0.30288692393277505,0.25028986355917315,0.21455759208291855,0.7083752223339262,2.830219379485391,1.0,0.13874806521792662,2.570803970913904,0.9276407538181821,0.6336250129699444,0.6110166269719483,0.782805832120592
"frozenset({'fans', 'funny_user', 'useful_user'})","frozenset({'cool_user', 'cool', 'friend'})",0.327610235989928,0.22573051472741112,0.21455759208291855,0.6549172416258535,2.9013234759895976,1.0,0.14060596488294347,2.243721155239835,0.9746277329085683,0.6333183530957238,0.5543118191560179,0.8027102551389619
"frozenset({'cool', 'funny_user', 'useful_user'})","frozenset({'fans', 'cool_user', 'friend'})",0.3003689172571295,0.2483691514903086,0.21455759208291855,0.714313564939369,2.8760156430588024,1.0,0.1399552189697026,2.6309644290607412,0.9323438613166871,0.6420410738066867,0.6199112428300668,0.7890896348297542
"frozenset({'fans', 'funny_user', 'cool'})","frozenset({'cool_user', 'useful_user', 'friend'})",0.28643204309890496,0.2517421092697781,0.21455759208291855,0.7490697959684344,2.975544290707828,1.0,0.14245058539074823,2.981936326151057,0.9304328003803185,0.6629994209612045,0.6646474335383434,0.8006805132435798
"frozenset({'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user', 'cool'})",0.2517421092697781,0.28643204309890496,0.21455759208291855,0.8522912305187252,2.975544290707828,1.0,0.14245058539074823,4.830911254673712,0.8872970677973399,0.6629994209612045,0.792999716351125,0.8006805132435798
"frozenset({'fans', 'cool_user', 'friend'})","frozenset({'cool', 'funny_user', 'useful_user'})",0.2483691514903086,0.3003689172571295,0.21455759208291855,0.8638657047201396,2.8760156430588024,1.0,0.1399552189697026,5.139271344554227,0.8678419020121575,0.6420410738066867,0.8054198867978359,0.7890896348297542
"frozenset({'cool_user', 'cool', 'friend'})","frozenset({'fans', 'funny_user', 'useful_user'})",0.22573051472741112,0.327610235989928,0.21455759208291855,0.9505032686520702,2.9013234759895976,1.0,0.14060596488294347,13.584528628438315,0.8463845260508346,0.6333183530957238,0.9263868458485511,0.8027102551389619
"frozenset({'fans', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool', 'cool_user'})",0.25028986355917315,0.30288692393277505,0.21455759208291855,0.8572364419072576,2.8302193794853916,1.0,0.13874806521792662,4.882990346978915,0.8625606990583257,0.6336250129699444,0.7952074591712647,0.782805832120592
"frozenset({'cool', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user', 'cool_user'})",0.2245710604907185,0.32628681852784447,0.21455759208291855,0.9554106910039114,2.928131437594005,1.0,0.1412830152219779,15.109298543542224,0.8491884199341911,0.63799407974926,0.9338155906365749,0.8064921366003046
"frozenset({'fans', 'cool', 'friend'})","frozenset({'funny_user', 'useful_user', 'cool_user'})",0.2281782514493178,0.34689933829126895,0.21455759208291855,0.9403069342503722,2.710604577345308,1.0,0.1354027076426914,10.940980388711276,0.8176481348049022,0.5951336776792386,0.9086005125252045,0.7794039735397709
"frozenset({'fans', 'useful_user', 'cool_user'})","frozenset({'funny_user', 'cool', 'friend'})",0.3405867541137202,0.22103413948585818,0.21455759208291855,0.6299645816856367,2.8500781967481634,1.0,0.13927629196711083,2.1051116243482726,0.9844091515909889,0.6182088141999057,0.5249658077824767,0.8003317318431893
"frozenset({'cool', 'useful_user', 'cool_user'})","frozenset({'fans', 'funny_user', 'friend'})",0.3197282895122094,0.24286467178075774,0.21455759208291855,0.6710622710622711,2.763111926250278,1.0,0.13690688599151274,2.301758848595247,0.9379916986587568,0.6164821482653029,0.5655496227981069,0.7772536604865293
"frozenset({'fans', 'cool', 'cool_user'})","frozenset({'funny_user', 'useful_user', 'friend'})",0.29494641916027403,0.24383673947414652,0.21455759208291855,0.727445997458704,2.983332204275285,1.0,0.1426388189153024,2.774361240251034,0.9429132203334258,0.6617540817800898,0.6395566714630441,0.8036845741376133
"frozenset({'fans', 'cool', 'useful_user'})","frozenset({'funny_user', 'cool_user', 'friend'})",0.2943374128945365,0.24449259237571003,0.21455759208291855,0.7289511379914054,2.9814855775721476,1.0,0.14259427497117358,2.7873476465668907,0.9418052568293362,0.6616584802080323,0.6412359967972864,0.8032569447381821
"frozenset({'fans', 'review_count', 'friend'})",frozenset({'useful_user'}),0.20592609943198453,0.3965567722667916,0.20411079229372842,0.9911846670079054,2.4994773417740697,1.0,0.12244940297749024,68.45382111763271,0.755491846247661,0.5123621931500809,0.9853916116927706,0.7529461433090325
"frozenset({'review_count', 'useful_user', 'friend'})",frozenset({'fans'}),0.20721438191719857,0.38834689933829125,0.20411079229372842,0.9850223252133613,2.536449568392981,1.0,0.12363972957788387,40.83765400002897,0.7640755715877955,0.5214217328865487,0.9755127951277688,0.755305577396029
"frozenset({'cool_user', 'review_count', 'friend'})",frozenset({'useful_user'}),0.20432160215494524,0.3965567722667916,0.20381800081981613,0.9975352516336123,2.5154916556626103,1.0,0.12279288576487152,244.8295476984599,0.7571694816392602,0.5133174055393328,0.9959155256814358,0.7557522684629964
"frozenset({'cool_user', 'review_count', 'useful_user', 'friend'})",frozenset({'fans'}),0.20381800081981613,0.38834689933829125,0.20071441119634595,0.9847727403321266,2.535806882995827,1.0,0.12156232254864105,40.168297776662925,0.7606906512315722,0.5127453326950693,0.975104745399966,0.7508079148447327
"frozenset({'fans', 'cool_user', 'review_count', 'friend'})",frozenset({'useful_user'}),0.20071441119634595,0.3965567722667916,0.20071441119634595,1.0,2.5217070289427053,1.0,0.12111975214489343,inf,0.7549782408017935,0.5061429415239219,1.0,0.753071470761961
"frozenset({'cool_user', 'review_count', 'friend'})","frozenset({'fans', 'useful_user'})",0.20432160215494524,0.3489840135855244,0.20071441119634595,0.9823455233291298,2.8148725588783727,1.0,0.12940943841408842,36.87540551619125,0.8103074454334279,0.5692552979472529,0.9728816541539883,0.7787423972105747
"frozenset({'review_count', 'useful_user', 'friend'})","frozenset({'fans', 'cool_user'})",0.20721438191719857,0.34561105580605495,0.20071441119634595,0.9686316622393036,2.8026639945883747,1.0,0.12909882988374385,20.861447909231448,0.811312163631022,0.5700315982038914,0.9520646886855112,0.7746919747997603
"frozenset({'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'review_count'})",0.2517421092697781,0.28454646600690986,0.20071441119634595,0.7973016980693184,2.8020087870286776,1.0,0.12908208365850526,3.529647398021911,0.8594806549600281,0.5981223606603147,0.7166855815228397,0.7513426501541851
"frozenset({'fans', 'review_count', 'cool_user'})","frozenset({'useful_user', 'friend'})",0.2737834514258945,0.2555483984306377,0.20071441119634595,0.7331137442785643,2.868786299506197,1.0,0.13074948866764632,2.789396552313989,0.8970059054791797,0.6107844185466336,0.6414995210449967,0.7592699793803455
"frozenset({'fans', 'review_count', 'useful_user'})","frozenset({'cool_user', 'friend'})",0.2782690168062306,0.25490425718803067,0.20071441119634595,0.7212962962962962,2.8296753622448545,1.0,0.1297824541689101,2.673433230023012,0.8959052407648022,0.6037270581604254,0.6259491395671055,0.7543536386144931
"frozenset({'fans', 'useful_user', 'cool_user'})","frozenset({'review_count', 'friend'})",0.3405867541137202,0.21180535222814312,0.20071441119634595,0.5893194869502424,2.7823635274120235,1.0,0.12857631377704948,1.9192404380686066,0.9714596084205008,0.5707339816171573,0.47896054076146277,0.7684778247579522
"frozenset({'funny_user', 'review_count', 'cool_user', 'friend'})",frozenset({'useful_user'}),0.19846577267669965,0.3965567722667916,0.19846577267669965,1.0,2.5217070289427053,1.0,0.11976282645859283,inf,0.7528602112830403,0.5004725339633785,1.0,0.7502362669816893
"frozenset({'funny_user', 'review_count', 'friend'})","frozenset({'useful_user', 'cool_user'})",0.20149909234643087,0.38307665280787023,0.19846577267669965,0.9849462365591398,2.5711466082302166,1.0,0.12127617483680497,40.981336634905865,0.765269592050839,0.5140135889347245,0.9755986485041033,0.7515149722035663
"frozenset({'funny_user', 'useful_user', 'cool_user'})","frozenset({'review_count', 'friend'})",0.34689933829126895,0.21180535222814312,0.19846577267669965,0.5721134368669818,2.701128327723928,1.0,0.12499063614220765,1.8420644995267794,0.9642990420391061,0.550928183621054,0.4571308440845058,0.7545665331971072
"frozenset({'cool_user', 'review_count', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.20432160215494524,0.35499209463020437,0.19846577267669965,0.9713401352745615,2.7362303272877315,1.0,0.12593321914951636,22.505615834162935,0.7974750754736216,0.5499983772029469,0.9555666457932678,0.7652055498054705
"frozenset({'review_count', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.20721438191719857,0.3540551619136851,0.19846577267669965,0.9577799129599277,2.7051714421647786,1.0,0.12510045113616175,15.299467229265304,0.795092200997403,0.5470333785266963,0.9346382468739064,0.7591651706640795
"frozenset({'funny_user', 'review_count', 'friend'})","frozenset({'fans', 'useful_user'})",0.20149909234643087,0.3489840135855244,0.1968261404227909,0.9768090671316478,2.7990080608442094,1.0,0.1265061784418932,28.072005128473883,0.8049215335971972,0.5565453521873034,0.9643773219824014,0.7704033254310498
"frozenset({'fans', 'funny_user', 'review_count'})","frozenset({'useful_user', 'friend'})",0.26428529601218015,0.2555483984306377,0.1968261404227909,0.7447487370380218,2.914315807149014,1.0,0.12928845629811125,2.916544243231637,0.8928274570703943,0.6093546047860767,0.657128465539078,0.7574797764016874
"frozenset({'fans', 'funny_user', 'useful_user'})","frozenset({'review_count', 'friend'})",0.327610235989928,0.21180535222814312,0.1968261404227909,0.6007936224216208,2.836536546888034,1.0,0.1274365389953991,1.9744039475348931,0.9629197584636389,0.5745248188158074,0.4935180304676091,0.7650360149708326
"frozenset({'review_count', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user'})",0.20721438191719857,0.3359138021900802,0.1968261404227909,0.9498671791103827,2.827711076226903,1.0,0.1272199695245173,13.246535623281751,0.815298696058195,0.5683655179410869,0.9245085637151479,0.7679047910055783
"frozenset({'fans', 'review_count', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.20592609943198453,0.35499209463020437,0.1968261404227909,0.9558095888073709,2.6924813348394103,1.0,0.12372400304640296,14.596105534256306,0.7916081641252469,0.5405944415851776,0.9314885742876376,0.7551308839421369
"frozenset({'funny_user', 'review_count', 'friend'})","frozenset({'fans', 'cool_user'})",0.20149909234643087,0.34561105580605495,0.1953621830532295,0.9695437372856728,2.805303016202547,1.0,0.12572186900341775,21.48618661232219,0.8059255326719988,0.5554038756076447,0.9534584699442894,0.7674048744035955
"frozenset({'fans', 'funny_user', 'review_count'})","frozenset({'cool_user', 'friend'})",0.26428529601218015,0.25490425718803067,0.1953621830532295,0.7392094301161038,2.899949331057364,1.0,0.12799473598752592,2.857065511010178,0.8905169154457127,0.6032911392405063,0.6499905248422434,0.7528116987474616
"frozenset({'fans', 'funny_user', 'cool_user'})","frozenset({'review_count', 'friend'})",0.32628681852784447,0.21180535222814312,0.1953621830532295,0.5987437185929648,2.8268583031274703,1.0,0.1262528885275392,1.9643172812348093,0.9592366835707732,0.5700177692728268,0.4909172720959926,0.760555160374724
"frozenset({'cool_user', 'review_count', 'friend'})","frozenset({'fans', 'funny_user'})",0.20432160215494524,0.3359138021900802,0.1953621830532295,0.9561504069700791,2.846415957713556,1.0,0.12672773680379296,15.14463765619852,0.8152552645817341,0.5664753625157062,0.9339700280256815,0.7688673379247579
"frozenset({'fans', 'review_count', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.20592609943198453,0.3540551619136851,0.1953621830532295,0.9487004492976171,2.679527235727466,1.0,0.1224529845765846,12.59162759209722,0.7893469826621358,0.5357980278161437,0.9205821493142301,0.750242520636371
"frozenset({'funny_user', 'review_count', 'cool_user', 'friend'})","frozenset({'fans', 'useful_user'})",0.19846577267669965,0.3489840135855244,0.1953621830532295,0.984362091348991,2.820650955427666,1.0,0.12610080114516253,41.63062983313118,0.8052955026774111,0.5548681103016998,0.975979224815759,0.7720823813346069
"frozenset({'funny_user', 'review_count', 'useful_user', 'friend'})","frozenset({'fans', 'cool_user'})",0.19992973004626105,0.34561105580605495,0.1953621830532295,0.9771542381817118,2.827323437043221,1.0,0.1262642579649217,28.643778631627896,0.8078147868513029,0.5578929765886287,0.9650884049600977,0.771210124851615
"frozenset({'fans', 'funny_user', 'review_count', 'friend'})","frozenset({'useful_user', 'cool_user'})",0.19732974175792,0.38307665280787023,0.1953621830532295,0.9900290818446199,2.58441508922018,1.0,0.11976976608116409,61.87227069547765,0.7637821959866005,0.5073759771268669,0.9838376709184992,0.750005521997855
"frozenset({'fans', 'funny_user', 'review_count', 'cool_user'})","frozenset({'useful_user', 'friend'})",0.25931955261462786,0.2555483984306377,0.1953621830532295,0.753364646373408,2.9480311792205978,1.0,0.12909348670081186,3.018430207278671,0.8921398751193799,0.6114511931380814,0.6687019638259017,0.7589233864314336
"frozenset({'fans', 'funny_user', 'review_count', 'useful_user'})","frozenset({'cool_user', 'friend'})",0.26209521578731626,0.25490425718803067,0.1953621830532295,0.7453862996559275,2.9241814470995346,1.0,0.12855299676042703,2.9263772601595415,0.8917464301336979,0.6073990459891493,0.6582805595114959,0.7559001335173734
"frozenset({'fans', 'funny_user', 'useful_user', 'cool_user'})","frozenset({'review_count', 'friend'})",0.3226913392282017,0.21180535222814312,0.1953621830532295,0.6054150183283127,2.858355617360408,1.0,0.12701443028702902,1.9975282496374145,0.9598998768929796,0.5760610560486238,0.49938129777062373,0.763890810242398
"frozenset({'cool_user', 'review_count', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user'})",0.20381800081981613,0.3359138021900802,0.1953621830532295,0.9585129000746998,2.853448991453812,1.0,0.12689690344306417,16.007052770756292,0.8158271806578196,0.5673037681948035,0.9375275377471783,0.7700485844770681
"frozenset({'fans', 'cool_user', 'review_count', 'friend'})","frozenset({'funny_user', 'useful_user'})",0.20071441119634595,0.35499209463020437,0.1953621830532295,0.973334111331544,2.7418472863331425,1.0,0.1241101538001705,24.18850214929451,0.7948127615218163,0.5421541861674467,0.958658043651158,0.7618311874990998
"frozenset({'fans', 'review_count', 'useful_user', 'friend'})","frozenset({'funny_user', 'cool_user'})",0.20411079229372842,0.3540551619136851,0.1953621830532295,0.957137938948818,2.7033582387994053,1.0,0.12309570343934294,15.070316784696532,0.7916801924552104,0.538478920524243,0.933644394189811,0.7544612654619715
"frozenset({'funny_user', 'review_count', 'friend'})","frozenset({'fans', 'useful_user', 'cool_user'})",0.20149909234643087,0.3405867541137202,0.1953621830532295,0.9695437372856728,2.846686565391052,1.0,0.12673426123409787,21.65115438067452,0.8124153562345302,0.5634521195743963,0.9538130862485289,0.7715742482033743
"frozenset({'funny_user', 'cool_user', 'friend'})","frozenset({'fans', 'review_count', 'useful_user'})",0.24449259237571003,0.2782690168062306,0.1953621830532295,0.7990515424410807,2.8715074053590772,1.0,0.12732746975643416,3.591622408856527,0.8626663987633147,0.5967089966016812,0.7215742953562949,0.7505569160016852
"frozenset({'funny_user', 'useful_user', 'friend'})","frozenset({'fans', 'review_count', 'cool_user'})",0.24383673947414652,0.2737834514258945,0.1953621830532295,0.8012007684918347,2.9264032004823246,1.0,0.128603718935561,3.6530148686428783,0.870557487988503,0.6062291030673062,0.726253509509665,0.7573826916420761
"frozenset({'fans', 'funny_user', 'review_count'})","frozenset({'cool_user', 'useful_user', 'friend'})",0.26428529601218015,0.2517421092697781,0.1953621830532295,0.7392094301161038,2.9363757706659,1.0,0.1288304451861356,2.869190749739709,0.8963313200148819,0.6092403214024835,0.65146966959561,0.7576251849347675
"frozenset({'funny_user', 'useful_user', 'cool_user'})","frozenset({'fans', 'review_count', 'friend'})",0.34689933829126895,0.20592609943198453,0.1953621830532295,0.5631667792032411,2.7348004005157676,1.0,0.12392655542337201,1.8177965016480888,0.9712784546758452,0.5465238188847389,0.44988341704180906,0.7559336142504292
"frozenset({'fans', 'funny_user', 'cool_user'})","frozenset({'review_count', 'useful_user', 'friend'})",0.32628681852784447,0.20721438191719857,0.1953621830532295,0.5987437185929648,2.889489199799938,1.0,0.1277508616242531,1.9757587726797432,0.9706178944256572,0.5777569963978942,0.4938653372933331,0.7707729783831269
"frozenset({'fans', 'funny_user', 'useful_user'})","frozenset({'cool_user', 'review_count', 'friend'})",0.327610235989928,0.20432160215494524,0.1953621830532295,0.5963250277052872,2.918560844354921,1.0,0.1284243347534077,1.9710867714239917,0.9776552385807956,0.5804509708400029,0.49266566317749666,0.7762377173376831
"frozenset({'cool_user', 'review_count', 'friend'})","frozenset({'fans', 'funny_user', 'useful_user'})",0.20432160215494524,0.327610235989928,0.1953621830532295,0.9561504069700791,2.918560844354921,1.0,0.1284243347534077,15.334002382901602,0.8261696898305926,0.5804509708400029,0.9347854542454576,0.7762377173376831
"frozenset({'review_count', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user', 'cool_user'})",0.20721438191719857,0.32628681852784447,0.1953621830532295,0.9428022381732889,2.889489199799938,1.0,0.1277508616242531,11.778663359473175,0.8248359389120713,0.5777569963978942,0.9151007232755545,0.7707729783831269
"frozenset({'fans', 'review_count', 'friend'})","frozenset({'funny_user', 'useful_user', 'cool_user'})",0.20592609943198453,0.34689933829126895,0.1953621830532295,0.9487004492976171,2.7348004005157676,1.0,0.12392655542337201,12.73111855302066,0.7988458013775185,0.5465238188847389,0.9214523063440695,0.7559336142504292
"frozenset({'cool_user', 'useful_user', 'friend'})","frozenset({'fans', 'funny_user', 'review_count'})",0.2517421092697781,0.26428529601218015,0.1953621830532295,0.776040939753431,2.9363757706659,1.0,0.1288304451861356,3.285041039098086,0.8813059507280461,0.6092403214024835,0.6955897999147824,0.7576251849347675
"frozenset({'fans', 'review_count', 'cool_user'})","frozenset({'funny_user', 'useful_user', 'friend'})",0.2737834514258945,0.24383673947414652,0.1953621830532295,0.7135646147923173,2.926403200482325,1.0,0.128603718935561,2.6399086829917677,0.9064563316342681,0.6062291030673062,0.6211990185710835,0.7573826916420761
"frozenset({'fans', 'review_count', 'useful_user'})","frozenset({'funny_user', 'cool_user', 'friend'})",0.2782690168062306,0.24449259237571003,0.1953621830532295,0.7020622895622896,2.8715074053590772,1.0,0.12732746975643416,2.535789801547271,0.9030384862932687,0.5967089966016812,0.6056455470442278,0.7505569160016852
"frozenset({'fans', 'useful_user', 'cool_user'})","frozenset({'funny_user', 'review_count', 'friend'})",0.3405867541137202,0.20149909234643087,0.1953621830532295,0.5736047591210757,2.846686565391052,1.0,0.12673426123409787,1.8726778141510845,0.9837752022604126,0.5634521195743963,0.4660053147191705,0.7715742482033743
"frozenset({'fans', 'cool', 'useful_user'})",frozenset({'cool_user'}),0.2943374128945365,0.4011711658956491,0.29115184165837094,0.9891771446761102,2.4657234337061267,1.0,0.17307215856076064,55.33002300996543,0.8423849053012306,0.7200370735098189,0.9819266296018007,0.8574659005333024
"frozenset({'fans', 'cool', 'cool_user'})",frozenset({'useful_user'}),0.29494641916027403,0.3965567722667916,0.29115184165837094,0.9871346886912327,2.489264482985851,1.0,0.17418884168452448,46.90467360257186,0.8485524017469874,0.7272408144161012,0.9786801629092848,0.86066716714538
"frozenset({'cool', 'useful_user', 'cool_user'})",frozenset({'fans'}),0.3197282895122094,0.38834689933829125,0.29115184165837094,0.9106227106227107,2.3448692706812677,1.0,0.16698635179556892,6.843495757403552,0.843099873538177,0.6983342228714292,0.8538758500846352,0.8301718758336872
"frozenset({'fans', 'Restaurants', 'useful_user'})",frozenset({'cool_user'}),0.22062423142238097,0.4011711658956491,0.2142179539731803,0.9709629472343136,2.4203208749226914,1.0,0.12570987382863225,20.622920615827734,0.7529508439602508,0.5255883451624953,0.9515102628464509,0.7524721900298386
"frozenset({'fans', 'Restaurants', 'cool_user'})",frozenset({'useful_user'}),0.2178017216138666,0.3965567722667916,0.2142179539731803,0.9835457331827714,2.4802141886536013,1.0,0.12784720625583507,36.67396635998189,0.7629894263262578,0.5353567874495112,0.9727327011705177,0.7618703267213325
"frozenset({'fans', 'funny_user', 'useful_user'})",frozenset({'cool_user'}),0.327610235989928,0.4011711658956491,0.3226913392282017,0.984985521753119,2.455274968613595,1.0,0.19126355889677354,39.88342613428801,0.881503071085039,0.7946299821191671,0.9749269283778936,0.894679366820391
"frozenset({'fans', 'funny_user', 'cool_user'})",frozenset({'useful_user'}),0.32628681852784447,0.3965567722667916,0.3226913392282017,0.9889806173725773,2.493919374316524,1.0,0.19330009163959933,54.76198151350916,0.8891390939918677,0.806421400766822,0.9817391560282874,0.9013568178416342
"frozenset({'fans', 'useful_user', 'cool_user'})",frozenset({'funny_user'}),0.3405867541137202,0.3854775428939509,0.3226913392282017,0.9474571025755649,2.457878857125072,1.0,0.1914027941102186,11.695633229778176,0.8995044105340312,0.7999825794088613,0.914498002771333,0.8922890422642666
"frozenset({'funny_user', 'useful_user', 'cool_user'})",frozenset({'fans'}),0.34689933829126895,0.38834689933829125,0.3226913392282017,0.9302160702228225,2.395322511413966,1.0,0.18797405682028243,8.764956382002822,0.8919294034292229,0.7821779367512635,0.8859093010373319,0.8805759322132539
"frozenset({'cool', 'funny_user', 'useful_user'})",frozenset({'cool_user'}),0.3003689172571295,0.4011711658956491,0.29715992270305086,0.9893164892580028,2.466070778165895,1.0,0.17666057396819446,56.051690176182824,0.8497287344823008,0.7348528730305838,0.9821593247793818,0.8650237493875697
"frozenset({'funny_user', 'cool', 'cool_user'})",frozenset({'useful_user'}),0.30288692393277505,0.3965567722667916,0.29715992270305086,0.9810919495785322,2.4740264652912867,1.0,0.17704806178645235,31.914619132180405,0.8546685260261438,0.7386823488311157,0.9686663971812318,0.8652211076894433
"frozenset({'cool', 'useful_user', 'cool_user'})",frozenset({'funny_user'}),0.3197282895122094,0.3854775428939509,0.29715992270305086,0.9294139194139194,2.4110715048051743,1.0,0.1739118472681986,8.7060005599352,0.8603130693513228,0.7282511983008524,0.8851366947296129,0.8501508437684533
"frozenset({'fans', 'funny_user', 'cool'})",frozenset({'cool_user'}),0.28643204309890496,0.4011711658956491,0.28181764947004745,0.9838900928159627,2.4525443911686513,1.0,0.16690937279018692,37.171463948452114,0.8299982892694229,0.6944989609789888,0.9730976428212041,0.8431886967845797
"frozenset({'fans', 'cool', 'cool_user'})",frozenset({'funny_user'}),0.29494641916027403,0.3854775428939509,0.28181764947004745,0.9554876111817028,2.478711480851604,1.0,0.16812242852677567,13.805649919499356,0.8461265911863943,0.7070074922873514,0.9275658874568751,0.8432873432951717
"frozenset({'funny_user', 'cool', 'cool_user'})",frozenset({'fans'}),0.30288692393277505,0.38834689933829125,0.28181764947004745,0.9304384811692833,2.3958952234578623,1.0,0.1641924517106414,8.792980816738828,0.8357603631243821,0.6883402940671665,0.8862729237283968,0.8280619077338319
"frozenset({'fans', 'cool', 'useful_user'})",frozenset({'funny_user'}),0.2943374128945365,0.3854775428939509,0.2809744100251801,0.9545997135126533,2.4764081101743303,1.0,0.16751394732083186,13.535651526721518,0.8448645970872231,0.7044780502128911,0.9261210294882489,0.841749634966207
